ruta,xkoordsw,ykoordsw,cl1_sum,cl2_sum,cl3_sum,cl4_sum,cl5_sum,cl6_sum,cl7_sum,cl8_sum,cl9_sum,cl10_sum,cl11_sum,cl12_sum,cl13_sum,cl14_sum,cl15_sum,cl16_sum,cl17_sum,cl18_sum,cl19_sum,cl20_sum,cl21_sum,cl22_sum,cl23_sum,cl24_sum,cl25_sum,cl26_sum,cl27_sum,cl28_sum,cl29_sum,cl30_sum,cl31_sum,cl32_sum,cl33_sum,cl34_sum,cl35_sum,cl36_sum,cl37_sum,cl38_sum,cl39_sum,cl40_sum,population2019,Column 45
1000,6457000,380000,0,0,0,0,0,0,3,0,0,3,0,0,1,0,4,1,0,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,21,22
1000,6457000,383000,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,13,18
1000,6457000,392000,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,19,21
1000,6457000,428000,1,0,1,2,1,0,0,2,2,1,2,0,0,0,0,1,0,1,2,2,1,0,1,0,1,1,0,1,1,1,4,1,1,5,1,0,2,0,3,1,46,43
1000,6457000,495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1000,6457000,500000,0,1,0,2,1,1,2,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,23,20
1000,6457000,591000,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
250,6457500,316500,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9
250,6457500,319000,2,2,0,0,1,4,2,0,1,3,3,0,0,1,2,1,0,3,0,1,0,2,1,2,1,1,1,2,1,1,1,2,3,3,2,1,0,2,1,0,53,53
250,6457500,341500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3
250,6457500,363250,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
250,6457750,317250,1,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,2,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,2,16,19
250,6457750,319000,0,1,1,1,2,1,1,3,4,1,2,1,2,0,0,3,2,4,1,1,3,2,0,1,2,4,2,1,3,2,1,0,0,0,0,1,2,3,4,2,54,64
250,6457750,341750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2
250,6457750,342000,1,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,1,0,1,1,0,0,2,1,1,2,0,0,0,0,1,0,0,25,22
250,6457750,388250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
250,6458000,289250,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,2,0,0,0,1,0,1,16,14
250,6458000,319250,2,1,1,1,2,0,0,1,1,1,0,1,1,1,1,0,0,0,3,0,3,4,2,0,1,3,1,2,2,1,0,0,2,1,2,2,1,1,2,1,61,48
1000,6458000,343000,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,2,1,17,19
1000,6458000,351000,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,13,11
1000,6458000,371000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,7
1000,6458000,377000,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,12,14
1000,6458000,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,4
1000,6458000,382000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,6
1000,6458000,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2
1000,6458000,419000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6
1000,6458000,450000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6458000,560000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8,6
1000,6458000,567000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
1000,6458000,587000,2,1,2,1,3,0,0,2,2,0,1,2,0,2,1,2,0,0,1,2,0,1,1,0,0,0,0,1,2,1,2,0,0,1,0,0,1,1,1,1,35,37
250,6458250,302500,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,8
250,6458250,317000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4
250,6458500,290500,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,8,8
1000,6459000,295000,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,14,14
1000,6459000,299000,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,15,15
1000,6459000,307000,0,1,1,0,0,0,0,0,2,0,1,2,1,0,0,0,3,1,0,2,0,0,0,2,0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,16,23
1000,6459000,318000,3,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,1,0,2,0,0,1,3,0,2,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,19,24
1000,6459000,335000,0,1,2,0,0,0,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2,0,0,1,0,1,2,0,0,0,1,30,25
250,6459000,379250,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4
1000,6459000,399000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,16,8
250,6459000,424000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,8
1000,6459000,436000,0,0,3,2,1,1,0,2,0,1,1,3,0,0,2,0,2,2,1,0,0,2,0,1,0,1,0,2,0,1,0,0,0,3,1,2,0,1,1,1,32,37
1000,6459000,486000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
1000,6459000,529000,0,1,0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,1,2,0,0,0,2,1,1,1,0,0,0,1,1,0,1,0,2,1,1,4,0,23,28
1000,6459000,530000,0,0,0,3,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,3,0,0,0,0,0,2,14,20
250,6459250,302500,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,10,12
250,6459250,304750,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,1,2,2,0,21,20
250,6459250,380250,9,4,8,6,6,4,5,6,4,3,3,4,9,8,9,8,6,6,9,10,5,3,4,5,3,5,7,3,5,8,2,6,6,5,2,2,7,10,9,5,210,229
250,6459250,380750,5,3,4,2,4,6,2,4,3,2,0,3,1,1,6,2,5,4,3,3,1,1,0,3,1,2,3,2,3,2,1,0,1,1,4,1,1,1,0,1,96,92
250,6459500,316500,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,11,11
250,6459500,379250,0,2,2,2,1,5,3,1,0,1,0,2,1,3,3,1,2,1,1,1,1,2,0,3,1,0,1,2,3,2,0,3,2,2,1,0,4,1,3,0,65,63
250,6459500,380250,5,2,5,3,4,5,9,2,6,2,2,5,3,6,7,7,3,3,6,8,10,4,3,6,4,2,4,3,5,7,6,5,6,7,4,4,5,7,5,1,190,191
250,6459750,348000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7
1000,6460000,289000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3
1000,6460000,325000,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,23,19
1000,6460000,337000,2,0,3,0,3,0,0,1,1,0,2,0,1,2,2,1,2,1,3,2,3,2,3,3,3,0,4,2,4,2,0,0,1,2,2,1,1,3,0,3,62,65
1000,6460000,339000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
1000,6460000,374000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,15,11
1000,6460000,377000,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,8
1000,6460000,378000,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,2,0,0,0,0,1,0,2,0,0,0,0,18,20
250,6460000,380250,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,13,14
1000,6460000,384000,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,15,14
1000,6460000,399000,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,9
250,6460000,424750,0,1,0,1,1,1,1,0,1,1,0,1,0,0,2,2,0,0,0,0,4,1,1,0,0,0,1,1,2,0,1,1,0,2,1,0,1,1,1,0,36,30
1000,6460000,498000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5
1000,6460000,520000,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,16,14
1000,6460000,528000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
1000,6460000,550000,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,8,12
1000,6460000,568000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
250,6460250,424250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1
250,6460250,587750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
250,6460750,303250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3
250,6460750,338500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
250,6460750,341750,5,4,2,5,4,4,3,4,0,4,3,9,5,5,6,3,5,1,6,2,4,7,5,2,4,4,1,4,5,2,3,4,3,2,5,1,3,5,4,6,154,154
250,6460750,532500,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,12
1000,6461000,297000,2,2,3,0,2,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2,0,1,3,1,4,0,0,1,0,2,1,1,0,1,0,1,0,1,2,32,38
250,6461000,340000,0,2,2,1,2,4,1,1,1,0,4,7,3,0,1,1,2,1,0,0,0,2,1,0,3,4,1,2,3,3,1,4,2,2,4,3,1,1,0,2,66,72
1000,6461000,424000,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
1000,6461000,517000,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,1,15,23
250,6461000,526000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,7,8
1000,6461000,598000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6461000,611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250,6461250,532750,0,0,2,3,1,1,0,0,0,1,3,1,2,0,1,1,2,2,2,1,0,0,1,0,1,3,1,1,4,2,2,1,1,1,1,1,1,0,0,1,50,45
250,6461500,341000,0,0,0,2,0,3,1,1,1,2,2,2,0,0,1,2,1,1,1,1,0,0,2,2,2,2,2,0,1,0,2,1,0,0,3,2,1,0,2,4,52,47
250,6461500,532750,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,6
250,6461750,340000,0,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,11
250,6462000,341250,5,7,9,8,7,10,8,8,9,7,14,9,16,8,5,8,9,11,8,7,9,5,13,11,5,11,1,4,9,12,12,5,9,6,8,3,12,10,9,5,323,332
1000,6462000,350000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,13,11
1000,6462000,393000,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,1,0,1,0,22,24
1000,6462000,446000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6462000,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3
1000,6462000,527000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,9,12
250,6462000,550750,1,1,0,0,2,1,0,0,1,0,2,1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,16,20
1000,6462000,590000,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,13
1000,6462000,592000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
250,6462500,341250,18,8,15,21,8,12,12,15,21,19,21,15,19,15,13,15,18,18,16,13,12,17,16,19,14,18,8,16,14,11,14,19,16,9,17,12,17,18,14,17,617,610
250,6462750,338500,0,1,1,2,0,1,1,1,1,3,1,0,1,1,0,2,2,2,2,1,2,0,1,0,1,3,1,1,0,4,2,1,1,2,3,0,3,0,3,0,59,51
250,6462750,339750,2,0,0,2,0,0,2,0,1,1,2,2,0,0,0,0,5,2,0,1,1,0,1,0,2,0,0,2,0,1,2,2,0,0,1,0,1,0,0,1,39,34
250,6462750,447500,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
250,6462750,457250,2,0,2,2,1,1,0,2,0,1,2,0,0,1,1,2,1,0,1,0,2,1,0,1,0,0,0,1,1,0,0,2,3,0,1,1,2,0,2,2,31,38
250,6462750,495250,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,14,9
250,6462750,551250,2,3,3,0,2,3,1,4,1,3,2,2,0,4,2,0,4,1,2,3,0,1,2,2,7,2,0,0,0,1,1,2,2,8,2,3,4,0,5,2,78,86
1000,6463000,298000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,13,15
250,6463000,309000,1,0,1,1,1,0,1,3,0,1,1,0,1,0,0,0,1,3,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,20,24
1000,6463000,326000,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,11,12
250,6463000,342250,1,0,0,0,0,0,0,0,2,3,0,2,0,2,1,2,2,0,0,1,0,0,0,0,6,0,0,0,1,2,0,0,0,1,0,1,1,0,1,1,32,30
1000,6463000,352000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,9,12
1000,6463000,380000,1,1,1,1,0,0,1,0,0,2,1,2,0,0,3,0,1,0,3,0,0,1,0,3,1,0,0,0,3,1,2,1,1,0,2,1,0,0,0,0,26,33
1000,6463000,395000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,6,7
1000,6463000,450000,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,6,11
1000,6463000,455000,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,4,1,0,0,0,2,0,1,0,0,0,18,19
250,6463000,457250,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15,12
250,6463000,457500,1,1,0,1,1,0,0,1,1,0,1,2,0,0,0,2,0,0,2,1,1,1,0,2,1,0,1,0,0,1,1,1,0,0,1,2,2,0,1,2,26,31
1000,6463000,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2
250,6463000,495250,0,2,1,1,1,2,0,2,1,1,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,3,1,1,2,0,3,1,0,0,2,50,37
1000,6463000,523000,0,0,1,1,1,0,0,0,1,0,0,1,0,1,3,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,20,19
1000,6463000,529000,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7,9
1000,6463000,533000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,10
1000,6463000,593000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
250,6463250,339000,3,2,5,3,5,0,6,5,3,5,0,2,4,3,4,0,6,0,3,1,1,4,5,4,0,2,3,2,2,5,1,3,2,1,1,3,5,2,5,4,116,115
250,6463250,340750,15,12,19,16,12,13,15,14,12,12,11,13,8,12,17,10,15,11,12,8,12,11,9,5,17,18,15,9,19,17,16,14,11,13,12,11,13,13,12,19,492,523
250,6463250,393750,0,2,1,1,3,1,1,3,0,0,2,0,2,2,0,3,0,0,1,3,2,2,2,1,4,3,0,0,2,2,2,0,2,0,1,0,1,0,1,3,49,53
250,6463250,458250,2,1,2,3,2,1,1,1,2,1,3,5,1,2,1,2,0,1,3,0,1,1,0,2,3,2,1,2,1,1,0,1,2,1,0,3,3,2,5,2,70,67
250,6463250,550750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6463500,339250,2,3,2,5,4,5,4,5,5,3,4,3,3,4,2,2,2,5,2,3,0,2,5,4,3,1,2,1,2,9,1,4,7,1,5,2,5,7,2,5,130,136
250,6463500,340750,8,8,8,11,18,10,14,17,8,10,8,6,13,13,12,6,5,12,11,6,5,14,8,13,11,5,6,6,9,6,12,6,6,16,7,14,10,13,14,11,379,396
250,6463500,457500,1,0,1,5,1,2,3,2,2,2,2,3,2,2,1,1,0,2,2,5,5,3,3,1,1,6,2,4,0,2,3,1,2,3,3,3,2,2,2,4,86,91
250,6463750,315000,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,9
250,6463750,340250,0,3,5,1,4,3,3,2,2,3,4,5,3,1,1,4,4,3,6,7,2,2,2,3,2,0,1,6,2,3,0,1,3,0,3,4,3,5,3,6,119,115
250,6463750,551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,6,8
1000,6464000,298000,0,0,0,1,0,2,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,14,20
1000,6464000,308000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
1000,6464000,315000,1,2,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,3,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,0,1,1,0,4,27,29
1000,6464000,335000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1000,6464000,348000,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,11,13
1000,6464000,365000,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,16,18
1000,6464000,374000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5
1000,6464000,383000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,2,2,0,1,2,0,0,1,0,0,0,1,1,0,1,0,2,0,0,16,21
1000,6464000,396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2
1000,6464000,537000,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,17,16
1000,6464000,557000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5
250,6464750,340500,1,0,1,0,2,0,0,0,1,1,0,2,1,1,0,0,1,1,1,1,0,1,1,2,1,0,0,0,3,0,3,0,0,1,0,1,1,1,2,0,32,31
1000,6465000,324000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5
1000,6465000,347000,2,0,2,0,0,2,0,1,0,2,2,0,0,0,1,0,1,0,0,1,0,1,2,0,3,1,0,0,1,0,0,0,2,1,1,1,1,1,2,0,28,31
1000,6465000,367000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,9
1000,6465000,378000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3
